fsq_id,name,popularity,price,rating,total_photos,total_ratings,total_tips
511ffd76e4b0781dd9ddbf08,Scandilicious,0.4865184667908132,2.0,7.4,9.0,13.0,6.0
4d4de106d6f3224bc258a1a6,Cafe du Soleil,0.8366891682184978,2.0,7.4,6.0,9.0,4.0
4aa86b72f964a520375120e3,Memphis Blues Barbeque House,0.9302839851024208,2.0,6.9,66.0,38.0,14.0
57dc3a9b498e06f25a983709,City Bistro European Food and DELI,0.2233860955927995,,,,,
5ddc44f3ec276a00087c44f2,Pacific Poke,0.1665114835505897,,,,,
5e0832ef80c6a900070c1374,Oca Pastificio,0.915056641837368,2.0,,,,
4c1246c08aedd13a66405137,Abruzzo Cappuccino Bar,0.8354283054003724,1.0,,,,
54c3105e498ee8c2a66f863c,Al Basha,0.0455268466790813,1.0,,,,
96103c4cdaea464346b37d68,Turk's Coffee Exchange,,,,,,
87902c62490e48b14e08e932,Oca Pastificio,,,,,,
80cc98ce67804e6d78be6983,Pacific Poke,,,,,,
4bcb6f5db6c49c743b389291,Italia Bella Bar & Grill Restaurant,0.8499379267535692,2.0,,,,
